NAME,,B25040_004E,B25040_001E,Electric Ratio,B25040_001M,B25040_002E,B25040_002M,B25040_003E,B25040_003M,B25040_004M,B25040_005E,B25040_005M,B25040_006E,B25040_006M,B25040_007E,B25040_007M,B25040_008E,B25040_008M,B25040_009E,B25040_009M,B25040_010E,B25040_010M,,,,
Geographic,Area,Estimate!!Total!!Electricity,Estimate!!Total,,Margin of Error!!Total,Estimate!!Total!!Utility gas,Margin of Error!!Total!!Utility gas,"Estimate!!Total!!Bottled, tank, or LP gas","Margin of Error!!Total!!Bottled, tank, or LP gas",Margin of Error!!Total!!Electricity,"Estimate!!Total!!Fuel oil, kerosene, etc.","Margin of Error!!Total!!Fuel oil, kerosene, etc.",Estimate!!Total!!Coal or coke,Margin of Error!!Total!!Coal or coke,Estimate!!Total!!Wood,Margin of Error!!Total!!Wood,Estimate!!Total!!Solar energy,Margin of Error!!Total!!Solar energy,Estimate!!Total!!Other fuel,Margin of Error!!Total!!Other fuel,Estimate!!Total!!No fuel used,Margin of Error!!Total!!No fuel used,Name,,,
Florence,"village,",3,22,0.136363636,16,19,15,0,119,6,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Flossmoor,"village,",207,3383,0.061188294,228,3176,225,0,119,95,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Foosland,"village,",2,27,0.074074074,17,0,119,21,15,4,2,5,0,119,2,3,0,119,0,119,0,119,Illinois,,,
Ford,Heights,33,824,0.040048544,97,776,96,8,12,34,7,11,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Forest,City,14,105,0.133333333,28,50,18,37,18,14,0,119,0,119,4,5,0,119,0,119,0,119,"village,",Illinois,,
Forest,Lake,0,605,0,94,595,93,10,16,119,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Forest,Park,1844,6859,0.268843855,402,4888,344,27,28,293,9,15,0,119,0,119,0,119,52,40,39,36,"village,",Illinois,,
Forest,View,4,326,0.012269939,66,319,65,3,5,6,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Forrest,"village,",71,446,0.159192825,67,365,65,7,7,36,0,119,0,119,3,7,0,119,0,119,0,119,Illinois,,,
Forreston,"village,",47,579,0.081174439,72,521,68,5,7,19,4,5,0,119,2,4,0,119,0,119,0,119,Illinois,,,
Forsyth,"village,",141,1189,0.118587048,115,1031,109,17,19,56,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Fox,Lake,896,4478,0.200089326,249,3532,236,0,119,154,0,119,0,119,20,31,0,119,14,23,16,25,"village,",Illinois,,
Fox,Lake,23,901,0.025527192,90,878,91,0,119,24,0,119,0,119,0,119,0,119,0,119,0,119,Hills,"CDP,",Illinois,
Fox,River,169,1865,0.090616622,137,1685,126,0,119,87,0,119,0,119,0,119,0,119,11,19,0,119,Grove,"village,",Illinois,
Frankfort,"village,",228,5361,0.042529379,176,5111,181,22,26,86,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Frankfort,Square,30,3059,0.009807127,189,2996,196,12,18,30,0,119,0,119,21,33,0,119,0,119,0,119,"CDP,",Illinois,,
Franklin,"village,",55,241,0.228215768,45,167,41,4,6,26,8,13,0,119,7,7,0,119,0,119,0,119,Illinois,,,
Franklin,Grove,46,373,0.123324397,58,324,53,0,119,28,3,5,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Franklin,Park,358,5958,0.060087278,309,5564,319,32,31,114,0,119,0,119,0,119,0,119,0,119,4,9,"village,",Illinois,,
Freeburg,"village,",339,1535,0.220846906,176,977,152,211,67,111,0,119,0,119,8,15,0,119,0,119,0,119,Illinois,,,
Freeman,Spur,39,113,0.345132743,40,66,32,6,8,27,0,119,0,119,0,119,0,119,0,119,2,3,"village,",Illinois,,
Freeport,"city,",1281,11210,0.114272971,306,9566,372,168,91,226,26,27,0,119,80,61,0,119,28,28,61,44,Illinois,,,
Fulton,"city,",210,1688,0.124407583,130,1362,133,81,50,101,19,23,0,119,8,12,0,119,0,119,8,12,Illinois,,,
Fults,"village,",0,17,0,11,0,119,17,11,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Gages,Lake,310,3767,0.082293602,169,3440,176,17,26,101,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Galatia,"village,",147,372,0.39516129,72,203,56,15,15,57,0,119,0,119,7,8,0,119,0,119,0,119,Illinois,,,
Galena,"city,",309,1546,0.199870634,192,1201,196,36,33,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Galesburg,"city,",2149,13024,0.165003071,428,10534,436,172,77,283,41,35,0,119,46,44,0,119,39,37,43,31,Illinois,,,
Galva,"city,",178,1262,0.141045959,100,1059,90,0,119,65,0,119,0,119,13,21,0,119,12,18,0,119,Illinois,,,
Garden,Prairie,4,93,0.043010753,51,87,52,0,119,6,2,3,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Gardner,"village,",101,497,0.203219316,45,396,43,0,119,28,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Garrett,"village,",4,61,0.06557377,18,57,17,0,119,4,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Gays,"village,",20,118,0.169491525,25,92,21,0,119,20,0,119,0,119,6,7,0,119,0,119,0,119,Illinois,,,
Geneseo,"city,",261,2646,0.098639456,170,2344,183,23,27,98,0,119,0,119,0,119,0,119,0,119,18,26,Illinois,,,
Geneva,"city,",277,7595,0.036471363,232,7274,254,44,39,111,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Genoa,"city,",296,1967,0.150482969,158,1655,157,16,25,121,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Georgetown,"CDP,",120,229,0.524017467,52,109,37,0,119,34,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Georgetown,"city,",272,1322,0.205748865,116,1021,147,22,26,82,0,119,0,119,0,119,0,119,7,10,0,119,Illinois,,,
Germantown,"village,",52,496,0.10483871,49,436,50,3,4,22,5,7,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Germantown,Hills,104,1114,0.093357271,78,980,83,0,119,52,0,119,0,119,13,21,0,119,17,27,0,119,"village,",Illinois,,
German,Valley,63,202,0.311881188,38,130,33,0,119,21,7,12,0,119,2,4,0,119,0,119,0,119,"village,",Illinois,,
Gibson,City,206,1487,0.138533961,130,1256,125,13,21,79,0,119,0,119,12,19,0,119,0,119,0,119,"city,",Illinois,,
Gifford,"village,",62,307,0.201954397,38,239,36,4,5,21,0,119,0,119,2,3,0,119,0,119,0,119,Illinois,,,
Gilberts,"village,",42,1861,0.022568512,132,1799,136,10,15,39,0,119,0,119,10,16,0,119,0,119,0,119,Illinois,,,
Gillespie,"city,",222,1298,0.171032357,364,1065,326,11,17,86,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Gilman,"city,",50,686,0.072886297,79,627,73,0,119,26,0,119,0,119,6,7,0,119,0,119,3,4,Illinois,,,
Gilson,"CDP,",12,62,0.193548387,35,41,32,9,13,17,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Girard,"city,",195,849,0.229681979,90,615,87,19,16,76,0,119,0,119,20,20,0,119,0,119,0,119,Illinois,,,
Gladstone,"village,",17,167,0.101796407,43,135,34,3,5,16,2,5,0,119,10,16,0,119,0,119,0,119,Illinois,,,
Glasford,"village,",73,386,0.189119171,58,310,52,3,4,24,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Glasgow,"village,",7,57,0.122807018,23,40,22,10,9,8,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Glen,Carbon,1603,4641,0.345399698,226,2918,243,110,73,211,0,119,0,119,0,119,0,119,0,119,10,17,"village,",Illinois,,
Glencoe,"village,",164,3014,0.054412741,106,2830,103,20,30,76,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Glendale,Heights,1666,11582,0.143843896,429,9804,444,89,73,233,0,119,0,119,0,119,0,119,8,15,15,21,"village,",Illinois,,
Glen,Ellyn,1556,10577,0.147111657,294,8724,315,103,71,220,0,119,0,119,0,119,0,119,169,100,25,29,"village,",Illinois,,
Glenview,"village,",2117,16013,0.132205083,323,13708,379,124,60,266,32,38,0,119,0,119,0,119,12,21,20,25,Illinois,,,
Glenwood,"village,",448,3350,0.133731343,173,2849,167,31,29,124,22,26,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Godfrey,"village,",2204,7459,0.295481968,263,4839,279,287,136,269,65,42,0,119,22,27,0,119,26,29,16,26,Illinois,,,
Godley,"village,",22,259,0.084942085,64,232,62,5,10,25,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Golconda,"city,",48,369,0.130081301,64,273,55,19,31,37,0,119,0,119,0,119,0,119,29,17,0,119,Illinois,,,
Golden,"village,",101,304,0.332236842,50,192,42,11,14,41,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Golden,Gate,10,35,0.285714286,14,0,119,25,12,12,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Golf,"village,",0,156,0,29,156,29,0,119,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Goodfield,"village,",30,385,0.077922078,53,348,48,0,119,23,0,119,0,119,0,119,0,119,7,11,0,119,Illinois,,,
Good,Hope,9,182,0.049450549,38,160,40,11,9,8,2,4,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Goofy,Ridge,0,111,0,55,10,12,101,54,119,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Goreville,"village,",289,491,0.588594705,72,189,40,8,9,74,0,119,0,119,5,6,0,119,0,119,0,119,Illinois,,,
Gorham,"village,",12,92,0.130434783,24,76,24,0,119,8,0,119,0,119,4,5,0,119,0,119,0,119,Illinois,,,
Grafton,"city,",110,278,0.395683453,67,150,50,5,8,40,9,13,0,119,4,6,0,119,0,119,0,119,Illinois,,,
Grand,Detour,0,222,0,64,204,62,0,119,119,0,119,0,119,0,119,0,119,18,25,0,119,"CDP,",Illinois,,
Grand,Ridge,14,184,0.076086957,27,170,28,0,119,7,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Grand,Tower,47,210,0.223809524,51,159,42,0,119,28,0,119,0,119,0,119,0,119,0,119,4,6,"city,",Illinois,,
Grandview,"village,",47,645,0.072868217,86,598,87,0,119,25,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Grandwood,Park,47,1633,0.028781384,91,1540,109,31,45,44,0,119,0,119,9,14,0,119,0,119,6,10,"CDP,",Illinois,,
Granite,City,1599,12736,0.125549623,358,10798,364,84,55,299,73,85,0,119,40,41,0,119,114,84,28,33,"city,",Illinois,,
Grantfork,"village,",13,117,0.111111111,28,2,3,95,31,11,3,4,0,119,4,5,0,119,0,119,0,119,Illinois,,,
Grant,Park,67,555,0.120720721,73,453,59,35,22,33,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Granville,"village,",104,732,0.142076503,73,621,68,0,119,38,2,3,0,119,0,119,0,119,3,4,2,3,Illinois,,,
Grayslake,"village,",744,7480,0.099465241,245,6694,258,28,26,148,0,119,0,119,0,119,0,119,14,21,0,119,Illinois,,,
Grayville,"city,",123,816,0.150735294,91,663,91,13,14,59,12,13,0,119,5,8,0,119,0,119,0,119,Illinois,,,
Greenfield,"city,",83,585,0.141880342,58,490,61,10,9,32,0,119,0,119,2,5,0,119,0,119,0,119,Illinois,,,
Green,Oaks,24,1180,0.020338983,76,1144,84,8,12,20,0,119,0,119,4,8,0,119,0,119,0,119,"village,",Illinois,,
Greenup,"village,",57,722,0.078947368,83,617,78,38,20,32,0,119,0,119,4,6,0,119,6,10,0,119,Illinois,,,
Green,Valley,32,233,0.137339056,45,193,41,4,6,17,0,119,0,119,0,119,0,119,4,5,0,119,"village,",Illinois,,
Greenview,"village,",57,342,0.166666667,62,274,54,0,119,30,0,119,0,119,0,119,0,119,11,16,0,119,Illinois,,,
Greenville,"city,",273,2270,0.120264317,240,1854,238,104,62,111,18,28,0,119,21,32,0,119,0,119,0,119,Illinois,,,
Greenwood,"village,",0,62,0,22,46,21,16,12,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Gridley,"village,",56,553,0.101265823,64,491,56,3,4,21,3,5,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Griggsville,"city,",120,491,0.244399185,68,369,63,2,5,39,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Gulf,Port,8,59,0.13559322,27,44,24,7,9,11,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Gurnee,"village,",1864,11220,0.166131907,250,9150,270,114,75,183,0,119,0,119,0,119,0,119,43,34,49,50,Illinois,,,
Hainesville,"village,",27,1134,0.023809524,91,1107,92,0,119,31,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hamburg,"village,",0,51,0,19,45,18,2,3,119,0,119,0,119,4,7,0,119,0,119,0,119,Illinois,,,
Hamel,"village,",40,254,0.157480315,63,209,61,5,6,25,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hamilton,"city,",661,1160,0.569827586,111,439,99,9,15,114,11,16,0,119,40,30,0,119,0,119,0,119,Illinois,,,
Hammond,"village,",15,208,0.072115385,46,175,41,13,15,11,0,119,0,119,3,4,0,119,2,5,0,119,Illinois,,,
Hampshire,"village,",49,1824,0.026864035,145,1775,151,0,119,42,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hampton,"village,",33,753,0.043824701,95,700,94,6,6,23,0,119,0,119,8,13,3,5,3,4,0,119,Illinois,,,
Hanaford,"village,",58,96,0.604166667,28,0,119,37,21,23,0,119,0,119,1,3,0,119,0,119,0,119,Illinois,,,
Hanna,City,83,530,0.156603774,51,433,45,10,9,30,0,119,0,119,0,119,0,119,4,6,0,119,"village,",Illinois,,
Hanover,"village,",4,472,0.008474576,87,439,84,7,8,6,14,23,0,119,4,6,0,119,4,7,0,119,Illinois,,,
Hanover,Park,614,11019,0.055721935,386,10132,455,119,76,213,18,28,0,119,31,50,0,119,105,98,0,119,"village,",Illinois,,
Hardin,"village,",166,436,0.380733945,67,244,57,20,16,50,0,119,0,119,4,6,0,119,0,119,2,4,Illinois,,,
Harmon,"village,",2,70,0.028571429,25,68,27,0,119,3,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Harrisburg,"city,",948,3891,0.243639167,215,2845,210,50,34,167,8,13,0,119,21,24,0,119,19,21,0,119,Illinois,,,
Harrison,"CDP,",192,323,0.594427245,79,122,66,9,15,75,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Harristown,"village,",72,537,0.134078212,65,458,55,4,5,40,0,119,0,119,3,4,0,119,0,119,0,119,Illinois,,,
Hartford,"village,",76,661,0.114977307,80,540,74,24,15,35,18,15,0,119,0,119,0,119,3,4,0,119,Illinois,,,
Hartsburg,"village,",20,118,0.169491525,25,96,24,2,3,11,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Harvard,"city,",501,2975,0.168403361,270,2370,260,60,41,155,0,119,0,119,30,44,0,119,14,23,0,119,Illinois,,,
Harvel,"village,",2,105,0.019047619,26,96,26,7,9,4,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Harvey,"city,",748,7663,0.097611901,328,6830,350,54,37,206,22,26,0,119,0,119,0,119,0,119,9,14,Illinois,,,
Harwood,Heights,257,3382,0.075990538,183,3046,201,50,42,110,29,37,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Havana,"city,",267,1430,0.186713287,106,1100,122,57,54,84,0,119,0,119,0,119,0,119,6,11,0,119,Illinois,,,
Hawthorn,Woods,29,2395,0.012108559,152,2366,162,0,119,35,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Hazel,Crest,701,4917,0.142566606,320,4187,253,29,26,211,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Hebron,"village,",52,453,0.114790287,68,398,67,0,119,25,0,119,0,119,3,5,0,119,0,119,0,119,Illinois,,,
Hecker,"village,",73,196,0.37244898,55,118,40,5,8,37,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Henderson,"village,",3,141,0.021276596,39,136,38,0,119,4,2,3,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hennepin,"village,",39,315,0.123809524,49,268,50,8,10,26,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Henning,"village,",24,83,0.289156627,25,57,21,0,119,16,0,119,0,119,2,4,0,119,0,119,0,119,Illinois,,,
Henry,"city,",136,982,0.138492872,108,838,99,0,119,42,0,119,0,119,0,119,0,119,8,12,0,119,Illinois,,,
Heritage,Lake,44,453,0.097130243,81,409,82,0,119,39,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Herrick,"village,",30,159,0.188679245,55,42,32,70,37,18,17,21,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Herrin,"city,",2247,5037,0.446098868,216,2719,227,32,31,200,7,12,0,119,0,119,0,119,32,28,0,119,Illinois,,,
Herscher,"village,",95,557,0.170556553,57,455,51,7,7,28,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hettick,"village,",11,121,0.090909091,41,104,41,6,10,10,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Heyworth,"village,",89,896,0.099330357,108,787,110,7,10,42,0,119,0,119,13,18,0,119,0,119,0,119,Illinois,,,
Hickory,Hills,389,4865,0.07995889,215,4359,232,13,22,118,13,20,0,119,0,119,0,119,52,35,39,36,"city,",Illinois,,
Hidalgo,"village,",1,56,0.017857143,23,0,119,48,21,4,0,119,0,119,7,9,0,119,0,119,0,119,Illinois,,,
Highland,"city,",600,3937,0.152400305,199,3210,198,100,73,164,0,119,0,119,12,18,0,119,15,24,0,119,Illinois,,,
Highland,Park,908,11725,0.077441365,258,10661,272,102,55,153,12,14,0,119,0,119,0,119,20,22,22,24,"city,",Illinois,,
Highwood,"city,",230,1690,0.136094675,225,1460,206,0,119,110,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hillcrest,"village,",7,454,0.015418502,79,436,75,11,12,9,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hillsboro,"city,",217,1297,0.167309175,171,1016,161,23,28,85,0,119,0,119,14,23,0,119,27,30,0,119,Illinois,,,
Hillsdale,"village,",26,221,0.117647059,49,189,42,3,5,25,0,119,0,119,0,119,0,119,3,5,0,119,Illinois,,,
Hillside,"village,",281,2944,0.09544837,221,2595,206,54,56,164,0,119,0,119,0,119,0,119,0,119,14,23,Illinois,,,
Hillview,"village,",5,51,0.098039216,19,40,17,6,8,6,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hinckley,"village,",85,874,0.097254005,79,766,77,6,11,32,9,13,0,119,0,119,0,119,0,119,8,12,Illinois,,,
Hindsboro,"village,",19,131,0.145038168,32,102,27,10,10,14,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hinsdale,"village,",791,5623,0.140672239,204,4774,174,13,16,169,26,42,0,119,0,119,9,15,10,17,0,119,Illinois,,,
Hodgkins,"village,",98,788,0.124365482,95,690,99,0,119,57,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hoffman,"village,",37,208,0.177884615,44,169,42,2,3,19,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hoffman,Estates,914,17971,0.050859718,469,16889,566,81,54,231,11,19,0,119,0,119,0,119,42,41,34,38,"village,",Illinois,,
Holiday,Hills,13,250,0.052,45,229,43,0,119,11,0,119,0,119,8,13,0,119,0,119,0,119,"village,",Illinois,,
Holiday,Shores,130,956,0.135983264,151,826,152,0,119,64,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Hollowayville,"village,",0,22,0,14,22,14,0,119,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Homer,"village,",57,431,0.13225058,60,340,54,10,9,27,5,9,0,119,8,6,0,119,3,5,8,8,Illinois,,,
Homer,Glen,286,7798,0.036676071,204,7454,238,58,42,108,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Hometown,"city,",14,1768,0.007918552,121,1741,130,0,119,20,0,119,0,119,13,20,0,119,0,119,0,119,Illinois,,,
Homewood,"village,",918,7446,0.123287671,243,6495,252,17,25,142,0,119,0,119,0,119,0,119,8,13,8,14,Illinois,,,
Hoopeston,"city,",421,2021,0.208312716,149,1560,168,20,31,143,0,119,0,119,0,119,0,119,20,29,0,119,Illinois,,,
Hooppole,"village,",2,101,0.01980198,31,97,30,2,3,3,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hopedale,"village,",60,362,0.165745856,46,298,40,4,6,27,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hopewell,"village,",51,165,0.309090909,26,5,5,104,25,15,0,119,0,119,5,6,0,119,0,119,0,119,Illinois,,,
Hopkins,Park,86,312,0.275641026,75,79,48,143,62,36,0,119,0,119,0,119,0,119,0,119,4,6,"village,",Illinois,,
Hoyleton,"village,",36,176,0.204545455,25,131,23,8,10,14,0,119,0,119,1,3,0,119,0,119,0,119,Illinois,,,
Hudson,"village,",11,640,0.0171875,90,629,88,0,119,16,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Huey,"village,",3,71,0.042253521,28,68,27,0,119,4,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hull,"village,",23,182,0.126373626,39,157,37,0,119,16,0,119,0,119,2,4,0,119,0,119,0,119,Illinois,,,
Humboldt,"village,",40,170,0.235294118,38,124,33,6,7,21,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hume,"village,",10,230,0.043478261,53,218,53,0,119,8,0,119,0,119,2,3,0,119,0,119,0,119,Illinois,,,
Huntley,"village,",231,8720,0.026490826,256,8462,279,27,27,94,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hurst,"city,",76,327,0.232415902,64,248,61,3,4,31,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Hutsonville,"village,",61,193,0.316062176,47,129,39,0,119,35,0,119,3,5,0,119,0,119,0,119,0,119,Illinois,,,
Illiopolis,"village,",57,394,0.144670051,47,334,46,3,5,38,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Ina,"village,",12,206,0.058252427,46,159,41,25,21,8,0,119,0,119,10,8,0,119,0,119,0,119,Illinois,,,
Indian,Creek,0,186,0,40,186,40,0,119,119,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Indian,Head,311,1912,0.162656904,185,1532,168,0,119,96,0,119,0,119,0,119,0,119,53,62,16,28,Park,"village,",Illinois,
Indianola,"village,",7,89,0.078651685,23,80,24,0,119,6,2,3,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Industry,"village,",48,236,0.203389831,43,177,39,7,7,23,0,119,0,119,2,3,0,119,0,119,2,4,Illinois,,,
Ingalls,Park,168,1361,0.123438648,131,1193,155,0,119,103,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Inverness,"village,",228,2517,0.090584029,156,2289,156,0,119,76,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Iola,"village,",1,37,0.027027027,21,3,8,33,20,4,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Ipava,"village,",38,214,0.177570093,48,170,43,0,119,25,0,119,0,119,6,9,0,119,0,119,0,119,Illinois,,,
Iroquois,"village,",2,53,0.037735849,20,48,20,3,4,4,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Irving,"village,",15,145,0.103448276,34,122,33,5,7,12,3,4,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Irvington,"village,",101,235,0.429787234,49,99,33,32,25,40,0,119,0,119,3,4,0,119,0,119,0,119,Illinois,,,
Irwin,"village,",2,32,0.0625,14,30,14,0,119,3,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Island,Lake,205,2976,0.068884409,139,2734,154,37,34,98,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Itasca,"village,",472,3110,0.151768489,194,2638,185,0,119,129,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Iuka,"village,",20,186,0.107526882,41,161,37,5,7,14,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Ivesdale,"village,",14,113,0.123893805,21,94,17,0,119,15,3,5,0,119,0,119,0,119,0,119,2,3,Illinois,,,
Jacksonville,"city,",1728,7479,0.231046931,350,5674,321,45,40,259,13,21,0,119,0,119,0,119,0,119,19,21,Illinois,,,
Jeffersonville,"village,",10,199,0.050251256,51,162,51,19,14,9,3,4,0,119,5,9,0,119,0,119,0,119,Illinois,,,
Jeisyville,"village,",8,64,0.125,18,56,14,0,119,11,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Jerome,"village,",50,824,0.060679612,100,765,98,9,11,21,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Jerseyville,"city,",940,3396,0.276796231,200,2313,213,121,80,184,0,119,0,119,9,14,0,119,0,119,13,20,Illinois,,,
Jewett,"village,",5,114,0.043859649,28,2,3,81,25,6,0,119,0,119,26,15,0,119,0,119,0,119,Illinois,,,
Johnsburg,"village,",86,2306,0.037294016,178,2207,175,0,119,50,0,119,0,119,13,20,0,119,0,119,0,119,Illinois,,,
Johnsonville,"village,",0,14,0,8,11,6,3,5,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Johnston,City,324,1290,0.251162791,123,954,123,12,20,96,0,119,0,119,0,119,0,119,0,119,0,119,"city,",Illinois,,
Joliet,"city,",3652,46736,0.078141048,728,42590,703,159,91,395,11,20,0,119,30,47,0,119,103,62,191,80,Illinois,,,
Jonesboro,"city,",255,748,0.340909091,82,467,62,4,5,60,9,14,0,119,8,9,0,119,3,4,2,3,Illinois,,,
Joppa,"village,",37,127,0.291338583,38,85,29,2,5,23,0,119,0,119,3,4,0,119,0,119,0,119,Illinois,,,
Joy,"village,",19,193,0.098445596,41,170,38,0,119,21,0,119,0,119,4,4,0,119,0,119,0,119,Illinois,,,
Junction,"village,",33,68,0.485294118,21,27,11,8,9,17,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Junction,City,25,195,0.128205128,28,148,31,22,17,14,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Justice,"village,",402,4679,0.085915794,280,4122,264,140,89,151,0,119,0,119,0,119,0,119,0,119,15,23,Illinois,,,
Kampsville,"village,",36,147,0.244897959,41,88,32,20,18,24,0,119,0,119,3,5,0,119,0,119,0,119,Illinois,,,
Kane,"village,",25,155,0.161290323,43,125,39,0,119,18,0,119,0,119,5,6,0,119,0,119,0,119,Illinois,,,
Kaneville,"village,",16,152,0.105263158,39,136,40,0,119,16,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kangley,"village,",11,168,0.06547619,56,155,53,0,119,18,0,119,0,119,2,5,0,119,0,119,0,119,Illinois,,,
Kankakee,"city,",1764,9668,0.182457592,391,7814,433,43,39,252,7,15,0,119,0,119,0,119,11,18,29,32,Illinois,,,
Kansas,"village,",104,372,0.279569892,55,268,44,0,119,31,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kappa,"village,",14,107,0.130841121,37,90,37,1,3,18,0,119,0,119,0,119,0,119,2,3,0,119,Illinois,,,
Karnak,"village,",35,198,0.176767677,39,154,35,7,10,21,2,4,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kaskaskia,"village,",0,0,#DIV/0!,119,0,119,0,119,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
