GEO_ID,S1903_C02_001E,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C01_031E,S1903_C01_031M,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,S1903_C02_031E,S1903_C02_031M,NAME
1600000US1701114,38073,11514,392,73.5,1.8,23.6,1.8,0.7,0.6,0.1,0.2,0,0.3,0.7,0.5,1.4,0.6,1.9,0.9,72.4,1.9,5.1,1.4,36.8,2.2,36.7,2.2,21.4,1.5,7123,345,45.6,3.5,54.4,3.5,61.1,4.2,28.4,3.6,10.6,2.8,4391,442,55.1,5.3,45.4,4.3,9.7,4,44.9,5.3,35,5.2,9.8,2.1,23.4,(X),25.4,(X),19.9,(X),2457,42388,2003,30045,4578,4412,14432,-,**,-,**,85223,149636,32778,37040,47813,37348,42377,1996,22266,4328,37083,3804,46810,5092,28307,3662,44244,2965,35186,4251,51504,4509,58875,4163,25482,2680,35179,9276,24146,3172,20547,2760,17714,2223,43811,9889,32727,5130,29899,5369,41510,4349,(X),(X),(X),(X),(X),(X),"Alton city, Illinois"
1600000US1701140,40139,226,42,100,13.4,0,13.4,0,13.4,0,13.4,0,13.4,0,13.4,0,13.4,0,13.4,100,13.4,0,13.4,28.8,10.6,43.4,12,27.9,10.8,138,38,30.4,13.2,69.6,13.2,96.4,4.5,3.6,4.5,0,20.8,88,31,50,17.1,36.4,15,13.6,12.8,50,17.1,44.3,17.9,5.7,8.3,14.6,(X),14.5,(X),11.4,(X),14406,40139,14406,-,**,-,**,-,**,-,**,-,**,-,**,-,**,40139,14406,-,**,42344,25425,43875,8552,21771,7638,43250,4532,65962,4193,34231,13526,43563,7842,22083,18867,-,**,19167,15480,16786,14159,14500,3240,82857,93614,22500,33432,18958,37193,45938,23105,(X),(X),(X),(X),(X),(X),"Altona village, Illinois"
1600000US1701205,27750,153,42,90.2,8.7,0,19,5.9,6.5,0,19,0,19,3.9,7,0,19,8.5,8,87.6,9.4,0,19,22.2,12.8,39.9,13.5,37.9,12.7,105,34,30.5,15.8,69.5,15.8,79,17.2,21,17.2,0,26.1,48,22,41.7,20.4,41.7,20.4,0,42.8,58.3,20.4,37.5,21.3,20.8,18,34,(X),30.5,(X),41.7,(X),7459,31071,9843,-,**,-,**,-,**,-,**,-,**,-,**,16458,18959,30357,9006,-,**,24444,72791,38438,22261,17500,6761,25417,10024,38750,47110,24844,9359,30750,16176,19375,10482,-,**,30000,11822,16500,6565,16500,6565,-,**,53333,28814,48750,27582,63333,47221,(X),(X),(X),(X),(X),(X),"Alto Pass village, Illinois"
1600000US1701242,43194,109,26,97.2,4.2,0,25.3,0,25.3,0,25.3,0,25.3,2.8,4.2,0,25.3,2.8,4.2,97.2,4.2,5.5,6.7,32.1,15.1,49.5,15.2,12.8,6.8,86,24,38.4,18.4,61.6,18.4,54.7,16.2,17.4,13.2,27.9,15.7,23,15,26.1,23.8,26.1,23.8,0,61.8,73.9,23.8,39.1,37.1,34.8,33.3,21.1,(X),24.4,(X),8.7,(X),13298,43611,16182,-,**,-,**,-,**,-,**,-,**,-,**,-,**,43611,16182,86875,14821,32361,21298,48750,36550,28750,24944,46875,20860,32361,19333,60139,25628,42813,28429,17292,26616,61429,20300,25625,27559,16250,26961,16250,26961,-,**,41250,36309,9750,34616,43000,1891,(X),(X),(X),(X),(X),(X),"Alvan village, Illinois"
1600000US1701270,36250,887,147,97.1,3.3,0,3.6,0,3.6,0,3.6,0,3.6,0,3.6,2.9,3.3,4.8,4.1,92.2,5,2.9,2.4,37,6.7,22.7,6.1,37.4,7.1,521,100,56,8.5,44,8.5,70.1,9.7,6.7,3.7,23.2,9.7,366,108,59.8,12.4,58.5,12.5,1.4,2.3,40.2,12.4,31.7,11.3,8.5,5.5,29.5,(X),30.7,(X),24.6,(X),6833,37802,6619,-,**,-,**,-,**,-,**,-,**,16667,32415,45938,106268,37672,6686,36389,15197,47188,21695,53875,11872,23092,5400,50625,9479,48833,13342,53625,9962,60865,9585,41250,32533,32750,18072,22819,6075,17465,4716,17292,4222,-,**,28661,7103,29167,10588,28281,33938,(X),(X),(X),(X),(X),(X),"Amboy city, Illinois"
1600000US1701361,50694,57,23,93,9.8,7,9.8,0,39.3,0,39.3,0,39.3,0,39.3,0,39.3,0,39.3,93,9.8,5.3,9.4,24.6,16.5,38.6,20.5,31.6,22.3,40,18,37.5,25.7,62.5,25.7,70,25.8,15,19,15,21.7,17,15,35.3,33.3,35.3,33.3,0,71.9,64.7,33.3,64.7,33.3,0,71.9,19.3,(X),12.5,(X),0,(X),9810,51250,8338,-,**,-,**,-,**,-,**,-,**,-,**,-,**,51250,8338,43125,47401,52083,6303,45000,13434,52857,79372,52500,14417,19531,28024,53750,2676,53611,3094,51667,29665,-,**,40694,29404,13750,15000,13750,15000,-,**,41250,17521,41250,17521,-,**,(X),(X),(X),(X),(X),(X),"Anchor village, Illinois"
1600000US1701426,60208,405,65,99,1.8,1,1.8,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,1,1.5,98,2.4,0.7,1.4,35.8,9.5,35.1,9.1,28.4,9.6,324,62,46.9,11.3,53.1,11.3,80.9,8.5,17.3,8.5,1.9,2.2,81,35,72.8,22.5,58,25,14.8,18,27.2,22.5,27.2,22.5,0,31.8,34.6,(X),27.8,(X),61.7,(X),16888,58125,17277,-,**,-,**,-,**,-,**,-,**,-,**,-,**,60208,16625,-,**,82614,28660,76500,22272,33250,14847,67174,16687,82500,15644,65167,21205,82000,11290,32344,15356,42500,30966,45417,22168,31042,32700,24904,16895,109167,39143,48000,3834,48000,3834,-,**,(X),(X),(X),(X),(X),(X),"Andalusia village, Illinois"
1600000US1701491,52083,209,48,100,14.4,0,14.4,0,14.4,0,14.4,0,14.4,0,14.4,0,14.4,0,14.4,100,14.4,0,14.4,32.5,16.3,44,17.1,23.4,11.9,160,44,51.3,22,48.8,22,89.4,11.3,10.6,11.3,0,18.3,49,29,85.7,14.6,69.4,25.8,16.3,25.9,14.3,14.6,14.3,14.6,0,42.4,21.1,(X),25,(X),8.2,(X),13223,52083,13223,-,**,-,**,-,**,-,**,-,**,-,**,-,**,52083,13223,-,**,51111,16693,75250,19371,25592,3869,58056,10868,52222,9915,72500,16171,62917,10881,14432,17257,-,**,26118,14550,26053,16389,25909,31364,-,**,32813,22640,32813,22640,-,**,(X),(X),(X),(X),(X),(X),"Andover village, Illinois"
1600000US1701543,32274,1821,251,100,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,0,1.8,100,1.8,4.6,3.5,24.8,5.7,30.4,6.2,40.3,5.2,1130,185,45.8,8.8,54.2,8.8,63.5,9.4,19,7.4,17.5,8.7,691,155,68.7,9.3,68.7,9.3,0,4.6,31.3,9.3,27.9,9.2,3.3,5.2,31.5,(X),33.6,(X),28.1,(X),5297,32274,5297,-,**,-,**,-,**,-,**,-,**,-,**,-,**,32274,5297,40505,20591,50321,26972,43264,8511,20526,3670,38621,7545,30900,8167,46050,5981,50409,7031,26125,8089,35060,15147,17720,5814,13519,2755,13519,2755,-,**,21439,3945,22311,5980,-,**,(X),(X),(X),(X),(X),(X),"Anna city, Illinois"
1600000US1701556,45385,22,17,100,63.2,0,63.2,0,63.2,0,63.2,0,63.2,0,63.2,0,63.2,0,63.2,100,63.2,0,63.2,40.9,56,59.1,56,0,63.2,22,17,31.8,52.6,68.2,52.6,68.2,52.6,0,63.2,31.8,52.6,0,119,-,**,-,**,-,**,-,**,-,**,-,**,0,(X),0,(X),-,(X),76447,45385,76447,-,**,-,**,-,**,-,**,-,**,-,**,-,**,45385,76447,-,**,-,**,-,**,-,**,45385,76447,-,**,4583,69123,4583,69123,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),"Annapolis CDP, Illinois"
1600000US1701569,53214,410,57,98.3,2.1,0.5,0.9,0,7.6,0,7.6,0,7.6,1.2,1.9,0,7.6,1.2,1.9,98.3,2.1,2.4,2.8,42.4,9,24.6,7.7,30.5,6.8,264,51,49.6,10.3,50.4,10.3,81.8,9.7,15.5,9.4,2.7,2,146,42,61.6,14.7,60.3,15,1.4,2.9,38.4,14.7,35.6,14.6,2.7,4.4,17.6,(X),18.9,(X),15.1,(X),15895,52159,15860,-,**,-,**,-,**,-,**,-,**,-,**,-,**,52159,15860,9286,30172,68889,21439,76875,25638,28542,11690,71538,8931,72083,22157,70313,9752,79000,18347,31776,14011,27188,17685,25000,10271,14500,6768,14250,6528,-,**,33750,6611,33250,5426,-,**,(X),(X),(X),(X),(X),(X),"Annawan town, Illinois"
1600000US1701595,87218,4732,174,91.5,2.6,3.4,1.7,0,0.7,3.1,1.7,0,0.7,0.8,0.7,1.2,1.1,2.5,1.6,89.8,2.5,1.5,1.1,44,3.4,39.2,3.6,15.3,2.6,3612,168,58.3,4.6,41.7,4.6,84.5,3.8,11.7,3.2,3.7,1.8,1120,204,52.1,9.7,46.1,9.6,6,4.3,47.9,9.7,32.3,9.4,15.6,6.3,20.8,(X),20.8,(X),16.5,(X),3828,87176,4715,95724,25897,-,**,111466,92895,-,**,56042,33480,23654,50643,44947,70258,87271,4981,23894,4205,97190,7389,88555,9391,32147,6621,98426,6684,100884,8169,95060,8564,106602,5041,23893,5936,58229,29977,34198,6719,16631,4248,15212,4122,61741,81223,58843,9396,41484,18356,96875,13550,(X),(X),(X),(X),(X),(X),"Antioch village, Illinois"
1600000US1701647,58125,266,61,97.4,4.1,0,11.5,0,11.5,2.6,4.1,0,11.5,0,11.5,0,11.5,0,11.5,97.4,4.1,0,11.5,0.8,1.3,44.4,12.9,54.9,13.2,235,59,0.9,1.4,99.1,1.4,100,12.9,0,12.9,0,12.9,31,23,38.7,34.4,38.7,34.4,0,53.3,61.3,34.4,61.3,34.4,0,53.3,33.8,(X),35.7,(X),19.4,(X),18915,52019,19833,-,**,-,**,-,**,-,**,-,**,-,**,-,**,52019,19833,-,**,-,**,63750,20031,47750,23278,62188,15233,-,**,61979,15925,62188,15233,-,**,-,**,25865,21659,27143,43744,27143,43744,-,**,9659,30093,9659,30093,-,**,(X),(X),(X),(X),(X),(X),"Apple Canyon Lake CDP, Illinois"
1600000US1701673,34306,161,40,100,18.2,0,18.2,0,18.2,0,18.2,0,18.2,0,18.2,0,18.2,1.2,2.1,98.8,2.1,3.7,4.8,36,13.5,28,11.2,32.3,11.1,114,33,38.6,14.6,61.4,14.6,79.8,14.2,7,8.1,13.2,12.9,47,20,36.2,18.9,36.2,18.9,0,43.3,63.8,18.9,59.6,18.8,4.3,7,23.6,(X),31.6,(X),4.3,(X),4644,34306,4644,-,**,-,**,-,**,-,**,-,**,-,**,-,**,34583,4643,35000,61144,43750,17288,29063,18398,28333,23937,46000,11334,45833,17652,46250,19539,48393,9089,36250,103907,27083,34710,13542,5859,12708,2017,12708,2017,-,**,18750,23442,19375,24277,"2,500-",***,(X),(X),(X),(X),(X),(X),"Apple River village, Illinois"
1600000US1701881,41154,1060,91,90.5,3.8,0,3,0,3,0,3,0,3,9,3.6,0.6,0.9,18.2,3.9,81.8,3.9,3.4,2.3,38.8,5.7,30.2,6.4,27.6,4.9,710,75,62.8,6.7,37.2,6.7,81,8,13.9,7,5.1,3.4,350,98,69.7,12,63.1,12.4,6.6,6.1,30.3,12,30.3,12,0,8.9,25.2,(X),25.9,(X),23.7,(X),5162,40096,5336,-,**,-,**,-,**,-,**,51406,25957,-,**,52031,6570,39267,6012,39464,38973,44013,12456,49667,18903,26792,6342,56250,5604,52500,8851,63333,8475,63631,8184,13140,2011,44583,11112,23043,5208,24868,4246,24408,5529,41458,47455,19038,6560,19038,6560,-,**,(X),(X),(X),(X),(X),(X),"Arcola city, Illinois"
1600000US1701946,47875,175,25,100,16.9,0,16.9,0,16.9,0,16.9,0,16.9,0,16.9,0,16.9,0,16.9,100,16.9,5.7,7,33.7,11.9,33.1,11,27.4,12.9,101,23,49.5,13.7,50.5,13.7,89.1,10.3,8.9,9.7,2,3.5,74,25,55.4,18.8,44.6,17.8,10.8,9.4,44.6,18.8,32.4,19.9,12.2,13.2,32.6,(X),11.9,(X),52.7,(X),6276,47875,6276,-,**,-,**,-,**,-,**,-,**,-,**,-,**,47875,6276,48438,10589,64375,13149,51250,17005,35833,9047,55750,15219,48750,8816,61250,18520,57000,13278,19375,70574,-,**,30000,11586,21875,23480,17917,24004,42500,26170,31875,58291,28125,9569,69375,34625,(X),(X),(X),(X),(X),(X),"Arenzville village, Illinois"
1600000US1701972,44028,395,50,96.5,3.8,2.8,3.7,0,7.9,0,7.9,0,7.9,0,7.9,0.8,1.1,0,7.9,96.5,3.8,0.8,1.1,31.9,10,39,7.9,28.4,9.2,268,39,41,11.3,59,11.3,74.3,10.3,20.1,9.4,5.6,3.8,127,38,66.1,16.9,66.1,16.9,0,22.3,33.9,16.9,27.6,16.9,6.3,6.3,18.5,(X),17.2,(X),21.3,(X),7810,45795,8243,9464,7900,-,**,-,**,-,**,-,**,-,**,-,**,45795,8243,-,**,51389,10912,58333,20456,18824,2932,54559,10944,51667,14645,59167,11201,66691,5216,18462,8476,46042,22834,17250,3154,16500,3167,16500,3167,-,**,18523,8660,17614,6223,113750,56950,(X),(X),(X),(X),(X),(X),"Argenta village, Illinois"
1600000US1702102,56250,70,15,94.3,7.5,0,35.1,0,35.1,0,35.1,0,35.1,5.7,7.5,0,35.1,5.7,7.5,94.3,7.5,5.7,9.6,28.6,12.6,51.4,15,14.3,13.1,50,13,54,17.3,46,17.3,80,13.1,12,12.7,8,8.8,20,13,30,30.5,10,32.9,20,19.5,70,30.5,60,27.5,10,15.4,37.1,(X),28,(X),40,(X),32032,48750,30157,-,**,-,**,-,**,-,**,-,**,-,**,-,**,48750,30157,-,**,58750,43632,64286,8311,14375,2068,62500,15288,46875,72112,62750,13527,68750,16392,29375,48037,"2,500-",***,15000,2267,16250,10134,-,**,42500,69623,14583,4020,14167,2831,-,**,(X),(X),(X),(X),(X),(X),"Arlington village, Illinois"
1600000US1702154,75257,30211,507,90.1,1,1.4,0.5,0,0.1,6.5,0.8,0,0.1,1.2,0.5,0.8,0.4,3.8,0.8,87.6,1.2,1.7,0.6,32.3,1.4,40.1,1.4,25.9,1,20077,359,45.7,2,54.3,2,86.7,1.6,9.3,1.4,4.1,0.8,10134,575,59.7,3.2,56,3.4,3.7,1,40.3,3.2,33.9,3.2,6.5,1.9,23.9,(X),24.9,(X),21.5,(X),2322,76146,2707,51125,27094,-,**,76953,8251,-,**,52125,23301,58657,18530,59375,14962,76938,3038,49013,16702,82244,4536,97601,6465,45325,3748,97140,3071,105410,3181,86736,2887,103536,3684,57764,7359,74668,10115,43937,2722,39069,4546,36615,2084,87091,7542,50805,3911,48140,4353,71212,23762,(X),(X),(X),(X),(X),(X),"Arlington Heights village, Illinois"
1600000US1702206,50417,164,39,99.4,2.3,0,17.9,0,17.9,0,17.9,0,17.9,0.6,2.3,0,17.9,0.6,2.3,99.4,2.3,6.7,8.3,40.2,12.9,38.4,12.2,14.6,6,117,30,53,14.5,47,14.5,58.1,13.3,23.9,14.3,17.9,13.3,47,27,27.7,17.8,23.4,17,4.3,6.6,72.3,17.8,46.8,26.7,25.5,27.5,47,(X),49.6,(X),40.4,(X),17611,50625,17712,-,**,-,**,-,**,-,**,-,**,-,**,-,**,50625,17712,52292,63927,50000,36044,37750,16450,56250,29727,52917,21976,32500,21711,68125,23513,70000,14860,11667,11932,53036,24075,37250,31225,36250,1915,36750,1932,-,**,50833,45528,20833,43054,76667,21261,(X),(X),(X),(X),(X),(X),"Armington village, Illinois"
1600000US1702258,48750,309,58,94.8,4.8,1.3,2,0,10,1.9,3.2,0,10,1.9,2.8,0,10,1.9,2.8,94.8,4.8,0,10,31.4,10.2,33.3,12,35.3,11.5,206,49,37.4,14.1,62.6,14.1,83.5,12.9,16.5,12.9,0,14.6,103,35,52.4,16.7,46.6,15.1,5.8,8.7,47.6,16.7,31.1,15.3,16.5,16,31.4,(X),40.8,(X),12.6,(X),18997,46875,23332,"250,000+",***,-,**,-,**,-,**,-,**,-,**,-,**,46875,23332,-,**,59375,24372,72969,24351,27891,4961,60833,11347,75268,34716,59875,8213,67292,17604,28594,14950,-,**,25781,10676,24167,11230,23333,5629,-,**,26719,29758,23500,9567,73906,96036,(X),(X),(X),(X),(X),(X),"Aroma Park village, Illinois"
1600000US1702342,42083,148,35,96.6,4.5,0,19.6,0,19.6,2,4.2,0,19.6,0,19.6,1.4,2.1,0,19.6,96.6,4.5,0,19.6,41.9,15.1,29.7,12.5,28.4,11,120,33,40,17.9,60,17.9,88.3,9.1,7.5,7.1,4.2,6.4,28,18,28.6,27.5,28.6,27.5,0,56,71.4,27.5,57.1,31.9,14.3,18,37.8,(X),41.7,(X),21.4,(X),19177,42292,21870,-,**,-,**,28125,20903,-,**,-,**,-,**,-,**,42292,21870,-,**,37000,26687,60000,15136,36667,11584,57614,16270,50833,30885,58889,15668,57500,22356,53125,50028,-,**,11250,26289,26250,37521,26250,37521,-,**,"2,500-",***,"2,500-",***,60833,58506,(X),(X),(X),(X),(X),(X),"Arrowsmith village, Illinois"
1600000US1702414,47775,1005,115,98.9,1.7,0,3.2,1.1,1.7,0,3.2,0,3.2,0,3.2,0,3.2,1.7,2.4,97.2,2.9,3.5,3.3,39.6,6.9,28,5.4,29,5.7,720,107,54.3,9.5,45.7,9.5,86.4,6.9,8.5,4.6,5.1,5.5,285,72,64.2,10.9,63.2,10.9,1.1,2,35.8,10.9,29.8,10.6,6,5.7,26.4,(X),26.9,(X),24.9,(X),4229,48050,4264,-,**,-,**,-,**,-,**,-,**,-,**,-,**,48475,4589,40855,8842,61250,23061,60179,16027,28438,10012,61429,11628,64250,21017,58917,12107,65938,8307,35417,12515,31713,4414,30074,8701,24813,4229,24625,4093,-,**,35714,11027,33646,6780,44271,6539,(X),(X),(X),(X),(X),(X),"Arthur village, Illinois"
1600000US1702479,50250,231,40,98.3,3.4,0,13.1,0,13.1,0,13.1,0,13.1,0,13.1,1.7,3.4,0,13.1,98.3,3.4,0,13.1,45.9,14.1,38.5,12.2,15.6,8,175,37,58.3,13.9,41.7,13.9,71.4,14,18.3,12.4,10.3,8,56,27,32.1,19.7,26.8,18.1,5.4,9.6,67.9,19.7,67.9,19.7,0,39.6,23.4,(X),26.9,(X),12.5,(X),11517,49688,11971,-,**,-,**,-,**,-,**,-,**,-,**,-,**,49688,11971,-,**,52500,24113,51563,9855,38333,6798,53625,18910,60156,38486,53375,14128,61118,8257,35250,15905,32143,71388,48125,15753,43750,37113,36250,75778,-,**,48125,16907,48125,16907,-,**,(X),(X),(X),(X),(X),(X),"Ashkum village, Illinois"
1600000US1702505,49861,508,59,100,6.2,0,6.2,0,6.2,0,6.2,0,6.2,0,6.2,0,6.2,0,6.2,100,6.2,1.4,1.5,39.2,8,38.4,7.4,21.1,7.2,385,54,46.2,10.6,53.8,10.6,82.6,8.1,9.4,6.5,8.1,5.4,123,39,52.8,15.3,50.4,15.3,2.4,3.4,47.2,15.3,41.5,15.5,5.7,8.8,14.6,(X),15.3,(X),12.2,(X),9743,49861,9743,-,**,-,**,-,**,-,**,-,**,-,**,-,**,49861,9743,-,**,59063,8718,48438,10413,37679,10995,59150,5869,58542,8957,59712,9214,63077,8254,27500,48049,31563,84807,31375,6792,18438,11545,16250,12578,-,**,38438,5390,39531,4240,-,**,(X),(X),(X),(X),(X),(X),"Ashland village, Illinois"
1600000US1702531,34559,256,48,100,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0.4,1.7,99.6,1.7,7.4,5.5,26.6,10.9,38.3,11.4,27.7,9.4,176,43,37.5,15.6,62.5,15.6,63.6,16.6,18.2,11.6,18.2,14,80,30,53.8,19.7,53.8,19.7,0,32.1,46.3,19.7,46.3,19.7,0,32.1,19.9,(X),6.8,(X),48.8,(X),8366,34559,8366,-,**,-,**,-,**,-,**,-,**,-,**,"2,500-",***,34632,8477,11563,7696,47667,15956,33864,14816,30313,17343,42500,10674,41250,22400,51389,30618,56250,20168,20357,14872,38750,14134,28000,10834,20417,15620,20417,15620,-,**,36250,19783,36250,19783,-,**,(X),(X),(X),(X),(X),(X),"Ashley city, Illinois"
1600000US1702557,45278,336,58,97.3,3.3,0,9.2,0,9.2,0,9.2,0,9.2,0,9.2,2.7,3.3,0,9.2,97.3,3.3,1.2,2.1,39.3,10.1,39,10.6,20.5,7.3,244,50,43.9,10.8,56.1,10.8,77.5,8.5,18.4,8.3,4.1,3.2,92,35,56.5,19.5,34.8,17.3,21.7,20.1,43.5,19.5,32.6,20.3,10.9,10.4,20.5,(X),20.9,(X),19.6,(X),6152,44375,6595,-,**,-,**,-,**,-,**,-,**,-,**,-,**,44375,6595,-,**,44375,18357,48750,5402,30750,9412,47632,4394,39063,25725,47946,4206,53203,7642,23438,16923,39375,27446,25357,12986,30357,16774,30357,10402,30000,73918,18889,11403,17500,7375,51667,21925,(X),(X),(X),(X),(X),(X),"Ashmore village, Illinois"
1600000US1702583,43162,407,60,92.4,11.4,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,7.6,11.4,0.2,1.2,92.1,11.4,0.7,1.5,36.9,9.7,35.9,9.1,26.5,8.3,219,44,46.1,12.3,53.9,12.3,73.5,9.8,18.7,9.5,7.8,5,188,56,58.5,18.8,55.9,18.6,2.7,2.7,41.5,18.8,19.7,10.1,21.8,22.1,28,(X),32,(X),21.8,(X),6646,45833,5789,-,**,-,**,-,**,-,**,-,**,33616,646,-,**,45972,5868,63125,81161,49000,16883,51667,22402,30000,10208,57917,11538,65125,14481,51944,9873,67938,4894,30729,6890,52708,59776,33468,5169,24231,10381,23750,7413,39583,57631,34375,7405,35417,21398,34330,21219,(X),(X),(X),(X),(X),(X),"Ashton village, Illinois"
1600000US1702609,38274,525,65,100,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,100,6,5.1,4.7,23.4,6,41.7,6.9,29.7,6.4,310,44,37.1,8.2,62.9,8.2,82.6,5.4,11.9,5.3,5.5,3.3,215,50,44.2,11,44.2,11,0,14,55.8,11,48.4,11.6,7.4,10.1,28.2,(X),31,(X),24.2,(X),4720,38274,4720,-,**,-,**,-,**,-,**,-,**,-,**,-,**,38274,4720,35250,7803,43295,5960,50750,14338,26625,1948,48889,4593,44432,6694,53194,8686,53750,11251,26806,17066,37188,26829,24271,4683,15750,8660,15750,8660,-,**,34063,2428,34091,6107,34038,12770,(X),(X),(X),(X),(X),(X),"Assumption city, Illinois"
1600000US1702635,34342,476,48,98.9,1.2,0,6.6,0,6.6,0,6.6,0,6.6,0,6.6,1.1,1.2,0,6.6,98.9,1.2,5,4.4,21.8,6.6,34,5.8,39.1,7.8,276,43,39.1,10.1,60.9,10.1,79,9.3,14.5,8.4,6.5,4.8,200,46,72.5,11.3,68,10.5,4.5,6.8,27.5,11.3,26,11.1,1.5,2.4,31.1,(X),23.2,(X),42,(X),4851,34408,4832,-,**,-,**,-,**,-,**,-,**,12083,54868,-,**,34408,4832,26667,41958,40000,12329,37206,8184,27917,10176,43250,6362,34000,10500,50000,7292,52188,6514,25833,13408,15000,28823,21875,3538,18839,4045,18036,3414,-,**,25179,3241,24722,2910,-,**,(X),(X),(X),(X),(X),(X),"Astoria town, Illinois"
1600000US1702674,57813,885,88,99.3,1,0,3.6,0,3.6,0,3.6,0,3.6,0,3.6,0.7,1,1.2,1.1,98.8,1.1,1.6,1.4,41.6,7.4,34.9,6.6,21.9,5.6,654,83,51.8,8.5,48.2,8.5,81.8,6,15.9,5.4,2.3,2.1,231,54,69.7,12.6,64.1,12.5,5.6,4.8,30.3,12.6,20.3,10.1,10,9.6,22.4,(X),20.8,(X),26.8,(X),7554,58188,7217,-,**,-,**,-,**,-,**,-,**,-,**,45208,35278,58500,7321,63571,2641,62679,9726,70982,13069,23438,13737,67083,8860,70391,18939,65417,7955,72644,5458,30938,7013,46750,54290,26458,19293,18068,7786,16667,6259,69750,33734,48889,14196,42321,21898,55893,14594,(X),(X),(X),(X),(X),(X),"Athens city, Illinois"
1600000US1702726,50625,424,73,98.8,1.7,0,7.4,1.2,1.7,0,7.4,0,7.4,0,7.4,0,7.4,0,7.4,98.8,1.7,7.3,5.6,29.2,7.4,38.2,6.9,25.2,7.4,277,55,29.2,8.9,70.8,8.9,89.9,5.6,8.3,5.3,1.8,1.9,147,43,53.1,16.6,47.6,16.8,5.4,8.7,46.9,16.6,30.6,14.3,16.3,12.8,24.8,(X),28.2,(X),18.4,(X),9726,49861,10469,-,**,-,**,-,**,-,**,-,**,-,**,-,**,49861,10469,13906,9533,52188,15847,67667,8636,37625,26530,61250,11797,55313,5371,66250,7156,67292,9788,39063,23895,45417,24766,26339,6489,18000,8176,16750,5001,-,**,40208,16436,31250,19077,56250,32417,(X),(X),(X),(X),(X),(X),"Atkinson town, Illinois"
